"Géographie";"Niveau Géo";"Activité économique";"Taille en tranches d'effectifs";"Forme légale avec versant de la fonction publique";"Mesures de Flores";Période;Valeur
"Épinay-sur-Orge";"Commune";"Total";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Orsay";"Commune";"Total";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;305
"Orsay";"Commune";"Services principalement marchands";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;451
"Palaiseau";"Commune";"Total";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;1916
"Gif-sur-Yvette";"Commune";"Construction";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Gometz-le-Châtel";"Commune";"Construction";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;24
"Gif-sur-Yvette";"Commune";"Construction";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Gometz-le-Châtel";"Commune";"Industrie manufacturière, industries extractives et autres";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Saulx-les-Chartreux";"Commune";"Construction";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Marcoussis";"Commune";"Services principalement marchands";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;110
"Marcoussis";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Massy";"Commune";"Agriculture, sylviculture et pêche";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Linas";"Commune";"Services principalement marchands";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;168
"Saclay";"Commune";"Construction";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;55
"Saint-Aubin";"Commune";"Construction";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Montlhéry";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;572
"Gometz-le-Châtel";"Commune";"Total";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Bures-sur-Yvette";"Commune";"Total";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Bures-sur-Yvette";"Commune";"Total";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;1173
"Longjumeau";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;3
"Palaiseau";"Commune";"Agriculture, sylviculture et pêche";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Palaiseau";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;84
"Palaiseau";"Commune";"Agriculture, sylviculture et pêche";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Orsay";"Commune";"Industrie manufacturière, industries extractives et autres";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Gometz-le-Châtel";"Commune";"Industrie manufacturière, industries extractives et autres";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Gif-sur-Yvette";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;20
"Saint-Aubin";"Commune";"Construction";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Palaiseau";"Commune";"Construction";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;104
"Saclay";"Commune";"Total";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;141
"Épinay-sur-Orge";"Commune";"Agriculture, sylviculture et pêche";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Épinay-sur-Orge";"Commune";"Total";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;20
"Bures-sur-Yvette";"Commune";"Services principalement marchands";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Bures-sur-Yvette";"Commune";"Construction";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Massy";"Commune";"Services principalement marchands";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;1244
"Linas";"Commune";"Industrie manufacturière, industries extractives et autres";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Linas";"Commune";"Services principalement marchands";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;72
"Linas";"Commune";"Total";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;349
"Massy";"Commune";"Construction";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;23
"Palaiseau";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;689
"Nozay";"Commune";"Total";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;248
"Nozay";"Commune";"Total";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;1644
"Chilly-Mazarin";"Commune";"Services principalement marchands";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;463
"Gif-sur-Yvette";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Igny";"Commune";"Agriculture, sylviculture et pêche";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Marcoussis";"Commune";"Total";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Orsay";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;17
"Gometz-le-Châtel";"Commune";"Agriculture, sylviculture et pêche";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Gometz-le-Châtel";"Commune";"Construction";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Linas";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Saclay";"Commune";"Industrie manufacturière, industries extractives et autres";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Saclay";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;22
"Orsay";"Commune";"Services principalement marchands";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;3329
"Palaiseau";"Commune";"Agriculture, sylviculture et pêche";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Nozay";"Commune";"Industrie manufacturière, industries extractives et autres";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;172
"Montlhéry";"Commune";"Services principalement marchands";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;366
"Chilly-Mazarin";"Commune";"Services principalement marchands";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;608
"Gometz-le-Châtel";"Commune";"Total";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Gif-sur-Yvette";"Commune";"Total";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;11598
"Saulx-les-Chartreux";"Commune";"Total";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Chilly-Mazarin";"Commune";"Construction";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;179
"Chilly-Mazarin";"Commune";"Total";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;45
"Champlan";"Commune";"Total";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;10
"Champlan";"Commune";"Agriculture, sylviculture et pêche";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Épinay-sur-Orge";"Commune";"Construction";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;33
"Nozay";"Commune";"Total";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;652
"Palaiseau";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;31
"Saint-Aubin";"Commune";"Total";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;105
"Longjumeau";"Commune";"Agriculture, sylviculture et pêche";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Longjumeau";"Commune";"Construction";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Longjumeau";"Commune";"Agriculture, sylviculture et pêche";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Longjumeau";"Commune";"Agriculture, sylviculture et pêche";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Marcoussis";"Commune";"Services principalement marchands";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;35
"Gif-sur-Yvette";"Commune";"Construction";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Gif-sur-Yvette";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;184
"Gometz-le-Châtel";"Commune";"Total";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Gometz-le-Châtel";"Commune";"Industrie manufacturière, industries extractives et autres";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Palaiseau";"Commune";"Construction";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;122
"Nozay";"Commune";"Agriculture, sylviculture et pêche";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Orsay";"Commune";"Services principalement marchands";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;69
"Nozay";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;12
"Bures-sur-Yvette";"Commune";"Total";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Chilly-Mazarin";"Commune";"Construction";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;9
"Marcoussis";"Commune";"Total";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;4
"Linas";"Commune";"Agriculture, sylviculture et pêche";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Igny";"Commune";"Total";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;266
"Nozay";"Commune";"Agriculture, sylviculture et pêche";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Nozay";"Commune";"Services principalement marchands";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Saint-Aubin";"Commune";"Services principalement marchands";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Saint-Aubin";"Commune";"Agriculture, sylviculture et pêche";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Saulx-les-Chartreux";"Commune";"Industrie manufacturière, industries extractives et autres";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;35
"Saulx-les-Chartreux";"Commune";"Services principalement marchands";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Chilly-Mazarin";"Commune";"Industrie manufacturière, industries extractives et autres";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;70
"Chilly-Mazarin";"Commune";"Construction";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;84
"Igny";"Commune";"Construction";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;27
"Igny";"Commune";"Construction";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Massy";"Commune";"Construction";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;126
"Orsay";"Commune";"Total";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;545
"Montlhéry";"Commune";"Total";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;3
"Saint-Aubin";"Commune";"Industrie manufacturière, industries extractives et autres";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Saulx-les-Chartreux";"Commune";"Services principalement marchands";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;74
"Champlan";"Commune";"Construction";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Igny";"Commune";"Services principalement marchands";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;647
"Nozay";"Commune";"Construction";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;23
"Palaiseau";"Commune";"Services principalement marchands";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;3
"Palaiseau";"Commune";"Agriculture, sylviculture et pêche";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Orsay";"Commune";"Total";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;602
"Montlhéry";"Commune";"Agriculture, sylviculture et pêche";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Montlhéry";"Commune";"Agriculture, sylviculture et pêche";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Saulx-les-Chartreux";"Commune";"Services principalement marchands";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;192
"Saulx-les-Chartreux";"Commune";"Agriculture, sylviculture et pêche";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;14
"Linas";"Commune";"Total";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;220
"Marcoussis";"Commune";"Agriculture, sylviculture et pêche";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Linas";"Commune";"Agriculture, sylviculture et pêche";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Saclay";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Orsay";"Commune";"Total";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;51
"Palaiseau";"Commune";"Total";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;9
"Montlhéry";"Commune";"Total";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;366
"Nozay";"Commune";"Industrie manufacturière, industries extractives et autres";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Orsay";"Commune";"Construction";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;39
"Gif-sur-Yvette";"Commune";"Construction";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;14
"Bures-sur-Yvette";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;9
"Champlan";"Commune";"Total";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Palaiseau";"Commune";"Construction";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;157
"Montlhéry";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;3
"Nozay";"Commune";"Agriculture, sylviculture et pêche";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Saulx-les-Chartreux";"Commune";"Industrie manufacturière, industries extractives et autres";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;13
"Marcoussis";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Massy";"Commune";"Industrie manufacturière, industries extractives et autres";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;330
"Longjumeau";"Commune";"Construction";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;5
"Bures-sur-Yvette";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Bures-sur-Yvette";"Commune";"Total";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;372
"Gif-sur-Yvette";"Commune";"Industrie manufacturière, industries extractives et autres";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Palaiseau";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;6
"Montlhéry";"Commune";"Industrie manufacturière, industries extractives et autres";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Nozay";"Commune";"Industrie manufacturière, industries extractives et autres";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;218
"Saulx-les-Chartreux";"Commune";"Construction";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;5
"Marcoussis";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;7
"Marcoussis";"Commune";"Construction";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Marcoussis";"Commune";"Services principalement marchands";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;18
"Palaiseau";"Commune";"Total";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;13
"Palaiseau";"Commune";"Services principalement marchands";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;81
"Gometz-le-Châtel";"Commune";"Total";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;11
"Gometz-le-Châtel";"Commune";"Services principalement marchands";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;39
"Gif-sur-Yvette";"Commune";"Services principalement marchands";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;6
"Saclay";"Commune";"Agriculture, sylviculture et pêche";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;29
"Saint-Aubin";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Marcoussis";"Commune";"Total";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Marcoussis";"Commune";"Services principalement marchands";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;227
"Longjumeau";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;210
"Marcoussis";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;99
"Linas";"Commune";"Services principalement marchands";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Palaiseau";"Commune";"Construction";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;57
"Nozay";"Commune";"Agriculture, sylviculture et pêche";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Montlhéry";"Commune";"Construction";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;71
"Nozay";"Commune";"Services principalement marchands";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;10
"Nozay";"Commune";"Services principalement marchands";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Champlan";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Champlan";"Commune";"Industrie manufacturière, industries extractives et autres";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;296
"Chilly-Mazarin";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Igny";"Commune";"Industrie manufacturière, industries extractives et autres";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Gif-sur-Yvette";"Commune";"Industrie manufacturière, industries extractives et autres";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Igny";"Commune";"Industrie manufacturière, industries extractives et autres";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Nozay";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;133
"Orsay";"Commune";"Construction";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;25
"Nozay";"Commune";"Construction";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Épinay-sur-Orge";"Commune";"Industrie manufacturière, industries extractives et autres";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Épinay-sur-Orge";"Commune";"Services principalement marchands";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Marcoussis";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Linas";"Commune";"Construction";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Saulx-les-Chartreux";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Bures-sur-Yvette";"Commune";"Agriculture, sylviculture et pêche";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Montlhéry";"Commune";"Construction";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Gometz-le-Châtel";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Gif-sur-Yvette";"Commune";"Agriculture, sylviculture et pêche";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Gif-sur-Yvette";"Commune";"Agriculture, sylviculture et pêche";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Massy";"Commune";"Services principalement marchands";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;1578
"Linas";"Commune";"Services principalement marchands";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;94
"Massy";"Commune";"Services principalement marchands";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;23658
"Marcoussis";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Marcoussis";"Commune";"Services principalement marchands";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;91
"Saint-Aubin";"Commune";"Total";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;1541
"Saint-Aubin";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Saulx-les-Chartreux";"Commune";"Industrie manufacturière, industries extractives et autres";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Bures-sur-Yvette";"Commune";"Industrie manufacturière, industries extractives et autres";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Gif-sur-Yvette";"Commune";"Construction";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Orsay";"Commune";"Industrie manufacturière, industries extractives et autres";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;385
"Massy";"Commune";"Construction";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Marcoussis";"Commune";"Construction";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;129
"Massy";"Commune";"Industrie manufacturière, industries extractives et autres";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;4001
"Massy";"Commune";"Construction";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;569
"Saclay";"Commune";"Services principalement marchands";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;50
"Igny";"Commune";"Agriculture, sylviculture et pêche";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Chilly-Mazarin";"Commune";"Construction";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Bures-sur-Yvette";"Commune";"Construction";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Nozay";"Commune";"Construction";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Orsay";"Commune";"Industrie manufacturière, industries extractives et autres";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
